,ALL,UNKNOWN,GG2HLL_FWDH,GG2HLL_PTV_0_75_0J,GG2HLL_PTV_75_150_0J,GG2HLL_PTV_150_250_0J,GG2HLL_PTV_250_400_0J,GG2HLL_PTV_GT400_0J,GG2HLL_PTV_0_75_1J,GG2HLL_PTV_75_150_1J,GG2HLL_PTV_150_250_1J,GG2HLL_PTV_250_400_1J,GG2HLL_PTV_GT400_1J,GG2HLL_PTV_0_75_GE2J,GG2HLL_PTV_75_150_GE2J,GG2HLL_PTV_150_250_GE2J,GG2HLL_PTV_250_400_GE2J,GG2HLL_PTV_GT400_GE2J,GG2H_FWDH,GG2H_PTH_200_300_PTHJoverPTH_0_15,GG2H_PTH_300_450_PTHJoverPTH_0_15,GG2H_PTH_450_650_PTHJoverPTH_0_15,GG2H_PTH_GT650_PTHJoverPTH_0_15,GG2H_PTH_200_300_PTHJoverPTH_GT15,GG2H_PTH_300_450_PTHJoverPTH_GT15,GG2H_PTH_450_650_PTHJoverPTH_GT15,GG2H_PTH_GT650_PTHJoverPTH_GT15,GG2H_0J_PTH_0_10,GG2H_0J_PTH_GT10,GG2H_1J_PTH_0_60,GG2H_1J_PTH_60_120,GG2H_1J_PTH_120_200,GG2H_GE2J_MJJ_0_350_PTH_0_60_PTHJJ_0_25,GG2H_GE2J_MJJ_0_350_PTH_60_120_PTHJJ_0_25,GG2H_GE2J_MJJ_0_350_PTH_120_200_PTHJJ_0_25,GG2H_GE2J_MJJ_0_350_PTH_0_60_PTHJJ_GT25,GG2H_GE2J_MJJ_0_350_PTH_60_120_PTHJJ_GT25,GG2H_GE2J_MJJ_0_350_PTH_120_200_PTHJJ_GT25,GG2H_GE2J_MJJ_350_700_PTH_0_200_PTHJJ_0_25,GG2H_GE2J_MJJ_350_700_PTH_0_200_PTHJJ_GT25,GG2H_GE2J_MJJ_700_1000_PTH_0_200_PTHJJ_0_25,GG2H_GE2J_MJJ_700_1000_PTH_0_200_PTHJJ_GT25,GG2H_GE2J_MJJ_1000_1500_PTH_0_200_PTHJJ_0_25,GG2H_GE2J_MJJ_1000_1500_PTH_0_200_PTHJJ_GT25,GG2H_GE2J_MJJ_GT1500_PTH_0_200_PTHJJ_0_25,GG2H_GE2J_MJJ_GT1500_PTH_0_200_PTHJJ_GT25
hw_pdf4lhc_unc_7,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_pdf4lhc_unc_8,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_pdf4lhc_unc_9,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_pdf4lhc_unc_10,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_pdf4lhc_unc_11,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_pdf4lhc_unc_12,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_pdf4lhc_unc_13,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_pdf4lhc_unc_14,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_pdf4lhc_unc_15,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_pdf4lhc_unc_16,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_pdf4lhc_unc_17,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_pdf4lhc_unc_18,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_pdf4lhc_unc_19,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_pdf4lhc_unc_20,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_pdf4lhc_unc_21,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_pdf4lhc_unc_22,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_pdf4lhc_unc_23,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_pdf4lhc_unc_24,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_pdf4lhc_unc_25,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_pdf4lhc_unc_26,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_pdf4lhc_unc_27,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_pdf4lhc_unc_28,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_pdf4lhc_unc_29,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_qcd_0,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_qcd_1,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_qcd_2,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_qcd_3,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_qcd_4,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_qcd_5,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_qcd_6,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
hw_qcd_7,688000.0,342.0,6577.0,16283.0,43058.0,19299.0,1790.0,84.0,12729.0,32627.0,21370.0,3689.0,277.0,7475.0,18922.0,16241.0,4925.0,637.0,15246.0,2678.0,595.0,129.0,20.0,54025.0,10365.0,959.0,71.0,82.0,2240.0,13293.0,32065.0,19527.0,10349.0,33941.0,42942.0,20964.0,70197.0,103365.0,4906.0,32964.0,855.0,6186.0,363.0,2446.0,82.0,820.0
