,ALL,UNKNOWN,QQ2HLNU_FWDH,QQ2HLNU_PTV_0_75_0J,QQ2HLNU_PTV_75_150_0J,QQ2HLNU_PTV_150_250_0J,QQ2HLNU_PTV_250_400_0J,QQ2HLNU_PTV_GT400_0J,QQ2HLNU_PTV_0_75_1J,QQ2HLNU_PTV_75_150_1J,QQ2HLNU_PTV_150_250_1J,QQ2HLNU_PTV_250_400_1J,QQ2HLNU_PTV_GT400_1J,QQ2HLNU_PTV_0_75_GE2J,QQ2HLNU_PTV_75_150_GE2J,QQ2HLNU_PTV_150_250_GE2J,QQ2HLNU_PTV_250_400_GE2J,QQ2HLNU_PTV_GT400_GE2J,QQ2HQQ_FWDH,QQ2HQQ_0J,QQ2HQQ_1J,QQ2HQQ_GE2J_MJJ_0_60_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_60_120_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_120_350_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_0_60_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_60_120_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_120_350_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_350_700_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_350_700_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_0_200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_0_200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_350_700_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_350_700_PTH_GT200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_700_1000_PTH_GT200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_1000_1500_PTH_GT200_PTHJJ_GT25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_GT200_PTHJJ_0_25,QQ2HQQ_GE2J_MJJ_GT1500_PTH_GT200_PTHJJ_GT25
hw_pdf4lhc_unc_7,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_8,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_9,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_10,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_11,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_12,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_13,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_14,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_15,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_16,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_17,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_18,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_19,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_20,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_21,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_22,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_23,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_24,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_25,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_26,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_27,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_28,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_29,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_30,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_31,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_32,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_33,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_34,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_35,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_36,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_37,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_38,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_39,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_pdf4lhc_unc_40,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_qcd_0,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_qcd_1,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_qcd_2,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_qcd_3,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_qcd_4,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_qcd_5,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
hw_qcd_6,2410000.0,25.0,101036.0,250453.0,143177.0,39036.0,9075.0,1968.0,75043.0,56305.0,19535.0,5180.0,1224.0,33695.0,29669.0,12536.0,4019.0,1113.0,208740.0,91583.0,503730.0,23772.0,286359.0,55472.0,30712.0,193581.0,169181.0,6740.0,33340.0,816.0,5279.0,291.0,2257.0,82.0,814.0,1485.0,8746.0,303.0,2032.0,146.0,997.0,45.0,408.0
